numCommande;numBouquet;nbrBouquets;nomFleur;nbrFleurs
;;;Rose;1
307;3;3;Rose;1
;;;Mimosa;6
;;;Paquerette;1
308;1;1;Hortensia;1
;;;Oeillet;5
308;2;1;Paquerette;7
;;;Mimosa;2
;;;Pensee;5
;;;Tiare;1
308;3;2;Coquelicot;5
;;;Tournesol;2
309;1;1;Rose;1
;;;Tiare;4
;;;Glaieul;1
309;2;1;Rose;2
;;;Paquerette;9
309;3;2;Hortensia;7
;;;Violette;3
310;1;1;Mimosa;6
;;;Violette;4
;;;Oeillet;1
311;1;1;Glaieul;15
;;;Narcisse;4
;;;Tulipe;1
311;2;3;Magnolia;6
312;1;1;Chrysantheme;16
;;;Glaieul;2
;;;Crocus;1
312;2;4;Chrysantheme;9
313;1;1;Paquerette;13
;;;Mimosa;2
;;;Violette;2
313;2;3;Narcisse;4
;;;Rose;1
314;1;1;Pensee;3
;;;Marguerite;1
;;;Narcisse;6
;;;Tournesol;2
314;2;6;Violette;2
;;;Tournesol;2
;;;Hortensia;1
315;1;1;Chrysantheme;12
315;2;1;Narcisse;3
;;;Hortensia;2
;;;Pivoine;5
316;1;1;Magnolia;3
;;;Crocus;2
;;;Oeillet;3
316;2;2;Lys;4
;;;Tulipe;2
;;;Crocus;6
;;;Oeillet;1
;;;Anemone;1
316;3;4;Anemone;16
;;;Pivoine;2
317;1;1;Coquelicot;10
;;;Chrysantheme;3
;;;Hortensia;3
;;;Pensee;1
;;;Marguerite;1
317;2;1;Magnolia;8
;;;Rose;3
;;;Paquerette;1
317;3;2;Crocus;2
;;;Magnolia;1
;;;Lys;2
318;1;1;Anemone;1
;;;Chrysantheme;3
;;;Oeillet;1
;;;Tournesol;1
;;;Pivoine;1
318;2;1;Hortensia;5
;;;Tiare;9
;;;Crocus;2
318;3;2;Pensee;2
;;;Narcisse;3
;;;Pivoine;3
319;1;1;Coquelicot;5
;;;Mimosa;7
;;;Pivoine;1
;;;Hortensia;1
;;;Marguerite;2
319;2;1;Lys;7
319;3;4;Pensee;2
;;;Crocus;2
;;;Hortensia;10
;;;Rose;1
;;;Tulipe;2
;;;Tiare;2
320;1;1;Coquelicot;3
;;;Pivoine;3
;;;Hortensia;4
;;;Mimosa;5
320;2;3;Tournesol;1
;;;Chrysantheme;7
;;;Crocus;1
320;3;3;Tulipe;5
;;;Lys;1
321;1;1;Tiare;17
321;2;2;Tiare;13
;;;Paquerette;1
;;;Chrysantheme;1
321;3;2;Rose;14
322;1;1;Coquelicot;6
;;;Tournesol;2
;;;Rose;1
322;2;2;Hortensia;9
;;;Mimosa;1
323;1;1;Crocus;6
;;;Lys;1
;;;Marguerite;1
;;;Tiare;1
;;;Magnolia;1
323;2;3;Tulipe;13
324;1;1;Violette;5
;;;Lys;5
;;;Glaieul;1
;;;Tulipe;2
324;2;4;Oeillet;6
;;;Mimosa;1
;;;Hortensia;1
325;1;1;Tiare;3
;;;Crocus;3
;;;Violette;3
;;;Glaieul;4
;;;Coquelicot;1
;;;Rose;1
325;2;1;Magnolia;3
;;;Chrysantheme;8
;;;Marguerite;5
;;;Violette;1
325;3;1;Pensee;3
;;;Oeillet;2
;;;Lys;1
;;;Mimosa;1
325;4;1;Chrysantheme;6
;;;Glaieul;2
;;;Pensee;2
326;1;1;Hortensia;4
;;;Tournesol;2
326;2;2;Glaieul;7
;;;Pivoine;6
;;;Magnolia;5
;;;Oeillet;1
327;1;1;Oeillet;3
;;;Glaieul;13
;;;Tulipe;2
;;;Pivoine;1
327;2;1;Tournesol;19
327;3;2;Magnolia;2
;;;Pivoine;3
;;;Marguerite;11
;;;Lys;1
;;;Crocus;2
328;1;1;Coquelicot;11
;;;Violette;1
;;;Hortensia;1
;;;Crocus;3
328;2;1;Hortensia;4
;;;Mimosa;10
;;;Crocus;3
;;;Paquerette;1
328;3;1;Coquelicot;14
;;;Glaieul;1
;;;Pensee;1
;;;Hortensia;1
328;4;2;Glaieul;3
;;;Chrysantheme;4
;;;Magnolia;1
329;1;1;Pivoine;7
;;;Lys;8
;;;Rose;2
329;2;5;Tournesol;6
;;;Magnolia;6
;;;Paquerette;7
;;;Lys;1
330;1;1;Narcisse;8
;;;Chrysantheme;1
;;;Paquerette;1
;;;Rose;2
;;;Tulipe;3
;;;Violette;1
330;2;2;Crocus;10
;;;Rose;7
;;;Coquelicot;1
;;;Oeillet;1
330;3;1;Narcisse;2
;;;Mimosa;5
;;;Violette;1
331;1;1;Rose;6
;;;Pivoine;10
;;;Anemone;2
331;2;2;Lys;5
;;;Tulipe;7
;;;Pensee;1
;;;Oeillet;2
;;;Paquerette;1
;;;Crocus;1
331;3;2;Marguerite;11
332;1;1;Marguerite;4
;;;Lys;1
;;;Violette;1
332;2;2;Rose;11
;;;Magnolia;2
332;3;1;Tournesol;12
;;;Crocus;1
;;;Glaieul;5
332;4;1;Chrysantheme;1
;;;Pivoine;6
333;1;1;Anemone;13
;;;Coquelicot;1
334;1;1;Marguerite;12
334;2;1;Magnolia;6
;;;Violette;3
;;;Narcisse;4
;;;Tournesol;1
334;3;3;Mimosa;2
;;;Rose;16
335;1;1;Crocus;5
335;2;3;Tulipe;1
;;;Oeillet;5
;;;Narcisse;3
;;;Violette;2
;;;Glaieul;1
336;1;1;Magnolia;3
;;;Glaieul;3
336;2;4;Pensee;3
;;;Tournesol;3
;;;Oeillet;4
;;;Violette;2
337;1;1;Marguerite;11
337;2;1;Tiare;5
;;;Tulipe;3
;;;Hortensia;3
;;;Crocus;2
337;3;4;Hortensia;8
;;;Paquerette;1
;;;Marguerite;1
338;1;1;Glaieul;11
;;;Oeillet;1
;;;Mimosa;2
;;;Hortensia;1
338;2;4;Pivoine;7
;;;Tiare;3
339;1;1;Tiare;13
;;;Glaieul;3
;;;Chrysantheme;1
;;;Pensee;1
339;2;3;Pensee;3
;;;Hortensia;4
340;1;1;Mimosa;5
;;;Coquelicot;3
;;;Lys;1
340;2;2;Glaieul;5
;;;Tournesol;3
341;1;1;Lys;6
;;;Crocus;4
;;;Tournesol;1
341;2;2;Mimosa;5
;;;Violette;3
;;;Crocus;5
341;3;1;Hortensia;4
;;;Tiare;5
;;;Tournesol;1
;;;Oeillet;1
342;1;1;Magnolia;6
;;;Crocus;10
;;;Lys;1
;;;Paquerette;1
;;;Chrysantheme;1
342;2;2;Pivoine;9
;;;Hortensia;9
342;3;3;Oeillet;4
;;;Pivoine;4
343;1;1;Lys;1
;;;Narcisse;6
;;;Hortensia;1
343;2;1;Rose;11
;;;Anemone;7
343;3;2;Violette;8
;;;Hortensia;2
;;;Pensee;1
;;;Tiare;1
;;;Rose;2
344;1;1;Paquerette;9
;;;Magnolia;1
;;;Lys;1
344;2;4;Tournesol;6
;;;Glaieul;1
345;1;1;Mimosa;5
;;;Paquerette;5
;;;Rose;1
345;2;2;Violette;4
;;;Pensee;1
;;;Hortensia;1
345;3;3;Rose;11
;;;Tournesol;3
346;1;1;Lys;18
;;;Tournesol;1
346;2;4;Narcisse;3
;;;Rose;6
;;;Glaieul;6
;;;Chrysantheme;1
347;1;1;Narcisse;9
;;;Glaieul;4
;;;Tiare;6
347;2;5;Narcisse;10
;;;Tiare;1
;;;Marguerite;1
348;1;1;Tournesol;8
;;;Violette;7
348;2;1;Lys;9
;;;Hortensia;4
;;;Chrysantheme;1
;;;Pensee;1
348;3;2;Rose;5
;;;Crocus;9
;;;Lys;2
;;;Mimosa;1
349;1;1;Lys;8
349;2;2;Marguerite;4
;;;Violette;6
;;;Tiare;1
;;;Mimosa;2
;;;Chrysantheme;1
350;1;1;Crocus;10
;;;Tiare;1
;;;Marguerite;1
;;;Narcisse;2
;;;Hortensia;1
350;2;1;Glaieul;1
;;;Pivoine;3
;;;Anemone;1
350;3;3;Coquelicot;3
;;;Narcisse;6
;;;Tulipe;1
;;;Hortensia;3
351;1;1;Violette;13
;;;Coquelicot;1
351;2;4;Tulipe;1
;;;Narcisse;4
352;1;1;Violette;5
352;2;5;Tiare;16
;;;Marguerite;1
;;;Coquelicot;3
353;1;1;Hortensia;6
;;;Mimosa;1
353;2;4;Chrysantheme;10
;;;Coquelicot;4
;;;Violette;2
353;3;2;Pivoine;9
;;;Anemone;3
;;;Mimosa;1
354;1;1;Rose;4
;;;Crocus;5
;;;Paquerette;7
;;;Oeillet;1
354;2;3;Mimosa;6
;;;Marguerite;1
;;;Coquelicot;1
355;1;1;Tiare;9
;;;Crocus;3
;;;Coquelicot;1
355;2;4;Anemone;4
;;;Pivoine;1
;;;Violette;1
356;1;1;Hortensia;9
;;;Magnolia;1
;;;Lys;1
;;;Tulipe;6
;;;Tournesol;1
356;2;2;Tulipe;2
;;;Narcisse;4
;;;Tiare;4
357;1;1;Oeillet;8
357;2;1;Crocus;4
;;;Pensee;4
;;;Paquerette;5
;;;Coquelicot;2
;;;Marguerite;1
357;3;2;Mimosa;7
;;;Oeillet;1
;;;Tournesol;1
357;4;1;Magnolia;2
;;;Oeillet;14
;;;Glaieul;1
;;;Crocus;1
358;1;1;Coquelicot;3
;;;Pensee;1
;;;Chrysantheme;4
;;;Crocus;4
;;;Anemone;1
;;;Tulipe;1
358;2;2;Oeillet;11
;;;Anemone;1
358;3;2;Narcisse;3
;;;Tournesol;1
;;;Paquerette;1
359;1;1;Anemone;1
;;;Marguerite;2
;;;Coquelicot;4
;;;Lys;2
;;;Tournesol;2
;;;Pensee;1
;;;Chrysantheme;1
360;1;1;Tournesol;6
;;;Paquerette;1
360;2;1;Mimosa;5
;;;Hortensia;4
;;;Tulipe;1
360;3;4;Crocus;8
;;;Coquelicot;4
;;;Magnolia;4
361;1;1;Crocus;17
;;;Marguerite;2
361;2;5;Narcisse;7
;;;Lys;1
;;;Rose;2
;;;Tulipe;3
;;;Pivoine;1
362;1;1;Tulipe;12
;;;Coquelicot;2
;;;Lys;4
363;1;1;Chrysantheme;4
;;;Pivoine;3
;;;Tiare;1
;;;Pensee;1
;;;Glaieul;1
363;2;1;Pivoine;5
;;;Glaieul;14
;;;Anemone;1
363;3;5;Tiare;11
;;;Pivoine;5
;;;Mimosa;1
364;1;1;Crocus;4
;;;Coquelicot;2
;;;Chrysantheme;2
;;;Paquerette;1
;;;Hortensia;1
364;2;5;Glaieul;7
;;;Narcisse;1
;;;Crocus;1
365;1;1;Pensee;4
;;;Paquerette;2
;;;Hortensia;1
;;;Tulipe;1
365;2;1;Glaieul;5
;;;Paquerette;7
365;3;1;Tournesol;19
365;4;2;Paquerette;17
366;1;1;Crocus;6
366;2;1;Tiare;2
;;;Crocus;4
366;3;2;Coquelicot;4
;;;Oeillet;5
366;4;1;Violette;4
;;;Narcisse;1
;;;Oeillet;2
;;;Hortensia;4
;;;Tiare;1
367;1;1;Narcisse;2
;;;Hortensia;1
;;;Chrysantheme;10
367;2;3;Lys;7
;;;Violette;2
;;;Narcisse;1
;;;Glaieul;2
368;1;1;Lys;5
;;;Tiare;8
368;2;2;Chrysantheme;8
;;;Pivoine;3
;;;Hortensia;7
;;;Tulipe;1
;;;Tiare;1
369;1;1;Narcisse;13
;;;Magnolia;1
369;2;1;Lys;1
;;;Violette;7
;;;Crocus;2
;;;Pensee;2
369;3;2;Glaieul;4
;;;Pensee;2
;;;Marguerite;2
;;;Tiare;1
;;;Magnolia;1
370;1;1;Tulipe;5
;;;Coquelicot;1
370;2;2;Anemone;1
;;;Tulipe;13
;;;Marguerite;1
;;;Coquelicot;1
;;;Glaieul;1
370;3;4;Glaieul;3
;;;Magnolia;3
371;1;1;Pivoine;3
;;;Paquerette;2
;;;Chrysantheme;2
;;;Coquelicot;1
371;2;3;Rose;6
;;;Hortensia;1
372;1;1;Chrysantheme;2
;;;Violette;8
;;;Coquelicot;5
;;;Pensee;1
372;2;2;Violette;2
;;;Pivoine;6
;;;Coquelicot;1
372;3;3;Marguerite;14
;;;Coquelicot;1
;;;Pensee;1
373;1;1;Coquelicot;1
;;;Oeillet;9
;;;Tulipe;1
373;2;1;Crocus;4
;;;Hortensia;2
373;3;1;Violette;2
;;;Chrysantheme;2
;;;Magnolia;3
373;4;1;Mimosa;5
;;;Tournesol;9
;;;Lys;1
373;5;3;Crocus;3
;;;Narcisse;6
;;;Magnolia;5
;;;Rose;1
374;1;1;Paquerette;3
;;;Oeillet;1
;;;Violette;1
374;2;4;Narcisse;16
;;;Crocus;2
374;3;1;Pensee;8
;;;Anemone;7
;;;Magnolia;5
375;1;1;Chrysantheme;9
375;2;1;Anemone;5
;;;Tiare;4
376;1;1;Tiare;7
;;;Hortensia;1
376;2;3;Crocus;16
;;;Hortensia;2
;;;Paquerette;1
376;3;2;Tulipe;7
377;1;1;Tulipe;5
;;;Narcisse;3
378;1;1;Anemone;7
;;;Lys;4
;;;Glaieul;1
;;;Paquerette;3
378;2;1;Lys;4
;;;Pivoine;1
378;3;2;Hortensia;1
;;;Paquerette;1
;;;Lys;4
;;;Magnolia;8
;;;Oeillet;2
;;;Pivoine;2
379;1;1;Hortensia;5
;;;Glaieul;9
;;;Paquerette;3
379;2;2;Paquerette;8
380;1;1;Rose;14
;;;Oeillet;1
380;2;4;Crocus;7
;;;Chrysantheme;6
381;1;1;Glaieul;2
;;;Tournesol;3
;;;Hortensia;6
381;2;3;Narcisse;2
;;;Coquelicot;1
;;;Rose;1
;;;Violette;2
382;1;1;Chrysantheme;4
;;;Rose;3
383;1;1;Anemone;7
;;;Oeillet;3
383;2;2;Chrysantheme;5
;;;Violette;4
;;;Pivoine;1
384;1;1;Coquelicot;13
384;2;2;Magnolia;1
;;;Chrysantheme;1
;;;Pensee;1
;;;Lys;4
384;3;3;Tournesol;1
;;;Narcisse;7
;;;Tulipe;4
;;;Paquerette;1
385;1;1;Pensee;7
;;;Magnolia;1
;;;Hortensia;2
385;2;2;Oeillet;10
386;1;1;Rose;9
;;;Hortensia;11
386;2;2;Lys;6
386;3;4;Chrysantheme;6
;;;Crocus;1
;;;Magnolia;5
;;;Tiare;1
387;1;1;Tulipe;2
;;;Oeillet;5
387;2;1;Crocus;10
387;3;5;Hortensia;4
;;;Narcisse;1
;;;Rose;1
388;1;1;Pivoine;7
;;;Hortensia;1
;;;Oeillet;1
;;;Marguerite;1
388;2;2;Paquerette;1
;;;Tournesol;9
;;;Hortensia;2
;;;Coquelicot;8
389;1;1;Chrysantheme;3
;;;Paquerette;7
;;;Marguerite;4
389;2;3;Chrysantheme;5
;;;Violette;4
;;;Tournesol;1
390;1;1;Coquelicot;6
;;;Mimosa;1
;;;Tournesol;1
;;;Lys;1
390;2;2;Chrysantheme;1
;;;Narcisse;2
;;;Tiare;2
391;1;1;Hortensia;4
;;;Chrysantheme;4
391;2;2;Crocus;19
392;1;1;Coquelicot;3
;;;Hortensia;1
;;;Paquerette;1
;;;Anemone;2
392;2;3;Violette;7
;;;Oeillet;1
;;;Hortensia;4
;;;Crocus;1
393;1;1;Mimosa;3
;;;Narcisse;1
;;;Pensee;5
;;;Coquelicot;1
393;2;1;Tournesol;17
393;3;1;Tulipe;7
;;;Pensee;1
394;1;1;Coquelicot;2
;;;Tournesol;4
;;;Mimosa;1
394;2;1;Magnolia;3
;;;Oeillet;3
;;;Tiare;2
;;;Tournesol;1
395;1;1;Mimosa;2
;;;Violette;6
395;2;1;Pivoine;5
;;;Tournesol;3
;;;Tulipe;5
;;;Lys;3
396;1;1;Glaieul;1
;;;Tulipe;6
;;;Pivoine;1
396;2;3;Mimosa;18
;;;Coquelicot;2
397;1;1;Crocus;17
397;2;1;Violette;19
;;;Coquelicot;1
397;3;2;Pivoine;3
;;;Coquelicot;2
397;4;3;Coquelicot;4
;;;Mimosa;2
;;;Tulipe;1
398;1;1;Crocus;3
;;;Narcisse;1
;;;Tiare;2
399;1;1;Paquerette;6
;;;Tulipe;1
;;;Lys;2
399;2;1;Chrysantheme;10
;;;Rose;2
;;;Mimosa;1
399;3;1;Coquelicot;2
;;;Mimosa;14
399;4;3;Magnolia;2
;;;Tulipe;6
400;1;1;Coquelicot;2
;;;Rose;1
;;;Tulipe;6
;;;Glaieul;4
;;;Narcisse;2
;;;Oeillet;5
400;2;3;Chrysantheme;5
;;;Oeillet;1
;;;Paquerette;1
401;1;1;Crocus;4
;;;Hortensia;1
;;;Oeillet;1
401;2;2;Magnolia;13
;;;Anemone;7
402;1;1;Rose;3
;;;Marguerite;1
;;;Tiare;1
;;;Hortensia;1
403;1;1;Oeillet;15
403;2;1;Glaieul;13
;;;Violette;2
;;;Hortensia;1
403;3;4;Marguerite;3
;;;Tulipe;2
;;;Lys;3
;;;Glaieul;2
404;1;1;Coquelicot;4
;;;Pivoine;3
;;;Tiare;2
;;;Tulipe;3
404;2;1;Marguerite;7
;;;Tulipe;2
404;3;1;Glaieul;6
;;;Crocus;1
;;;Anemone;1
404;4;4;Magnolia;4
;;;Lys;7
;;;Tournesol;2
;;;Marguerite;1
405;1;1;Oeillet;7
;;;Marguerite;3
;;;Hortensia;1
;;;Glaieul;1
;;;Tiare;1
;;;Crocus;1
405;2;1;Mimosa;4
;;;Oeillet;4
;;;Hortensia;7
;;;Crocus;1
;;;Lys;2
405;3;3;Narcisse;6
;;;Pivoine;7
;;;Tiare;1
;;;Violette;3
406;1;1;Paquerette;9
406;2;4;Violette;12
;;;Glaieul;1
;;;Magnolia;5
;;;Paquerette;1
;;;Pivoine;1
407;1;1;Tiare;1
;;;Rose;3
;;;Tulipe;1
;;;Tournesol;1
407;2;3;Hortensia;7
;;;Mimosa;1
;;;Narcisse;9
408;1;1;Chrysantheme;7
408;2;3;Mimosa;15
;;;Tournesol;1
409;1;1;Pensee;6
;;;Lys;1
;;;Oeillet;1
;;;Rose;1
409;2;1;Lys;10
;;;Crocus;1
;;;Marguerite;2
;;;Tulipe;1
;;;Oeillet;1
409;3;3;Glaieul;9
;;;Rose;9
;;;Coquelicot;1
410;1;1;Lys;4
;;;Glaieul;1
;;;Oeillet;15
410;2;1;Lys;10
;;;Pivoine;4
;;;Rose;1
;;;Crocus;1
;;;Chrysantheme;3
410;3;1;Mimosa;12
;;;Tiare;1
410;4;3;Lys;15
;;;Chrysantheme;1
;;;Anemone;1
;;;Tulipe;1
;;;Glaieul;1
;;;Tournesol;1
411;1;1;Tournesol;1
;;;Glaieul;4
;;;Pensee;2
411;2;1;Coquelicot;10
;;;Magnolia;5
;;;Marguerite;1
;;;Hortensia;1
411;3;1;Tulipe;9
;;;Hortensia;1
;;;Rose;2
411;4;1;Magnolia;5
;;;Mimosa;6
;;;Paquerette;1
;;;Hortensia;6
411;5;2;Violette;8
412;1;1;Coquelicot;5
;;;Tiare;10
;;;Glaieul;1
;;;Lys;1
412;2;2;Magnolia;8
;;;Mimosa;1
412;3;2;Lys;1
;;;Crocus;13
;;;Narcisse;2
;;;Pensee;1
412;4;1;Tulipe;3
;;;Tournesol;1
;;;Coquelicot;11
;;;Tiare;1
413;1;1;Paquerette;13
;;;Tiare;6
413;2;1;Tiare;12
;;;Coquelicot;1
413;3;3;Tiare;1
;;;Tournesol;9
414;1;1;Paquerette;8
;;;Violette;2
415;1;1;Crocus;7
;;;Tournesol;5
;;;Lys;2
415;2;2;Hortensia;3
;;;Chrysantheme;10
;;;Violette;1
416;1;1;Pivoine;3
;;;Chrysantheme;5
;;;Glaieul;3
416;2;6;Hortensia;17
;;;Glaieul;2
;;;Oeillet;1
417;1;1;Paquerette;1
;;;Tiare;2
;;;Pivoine;1
;;;Pensee;1
417;2;6;Glaieul;6
418;1;1;Violette;7
;;;Coquelicot;4
418;2;1;Lys;6
;;;Crocus;1
;;;Rose;1
418;3;2;Pensee;6
;;;Oeillet;4
;;;Hortensia;2
;;;Chrysantheme;1
419;1;1;Magnolia;1
;;;Lys;4
;;;Pensee;3
419;2;2;Mimosa;5
;;;Hortensia;1
420;1;1;Narcisse;3
;;;Tulipe;2
420;2;4;Pensee;8
;;;Rose;2
421;1;1;Chrysantheme;5
;;;Rose;1
;;;Lys;2
;;;Tiare;2
;;;Mimosa;2
421;2;2;Marguerite;3
;;;Lys;3
;;;Rose;7
;;;Crocus;1
421;3;3;Violette;3
;;;Magnolia;8
;;;Lys;6
;;;Crocus;1
;;;Mimosa;2
422;1;1;Hortensia;5
422;2;1;Tulipe;16
;;;Tiare;1
;;;Coquelicot;1
423;1;1;Narcisse;13
;;;Rose;1
;;;Hortensia;3
;;;Marguerite;1
423;2;3;Violette;15
;;;Chrysantheme;1
;;;Narcisse;2
;;;Tiare;1
;;;Tulipe;1
423;3;3;Lys;6
424;1;1;Marguerite;8
;;;Anemone;3
;;;Pivoine;2
;;;Rose;1
424;2;3;Tiare;8
;;;Tulipe;1
;;;Lys;3
;;;Pensee;1
425;1;1;Hortensia;4
;;;Tournesol;1
;;;Chrysantheme;2
426;1;1;Tulipe;2
;;;Paquerette;2
;;;Magnolia;2
426;2;2;Rose;18
;;;Oeillet;1
426;3;2;Violette;19
426;4;2;Tournesol;20
427;1;1;Glaieul;7
;;;Marguerite;2
;;;Rose;2
;;;Magnolia;4
;;;Tiare;3
;;;Tournesol;1
427;2;1;Marguerite;2
;;;Tulipe;1
;;;Tiare;1
;;;Pensee;2
428;1;1;Narcisse;4
;;;Rose;1
;;;Tiare;1
428;2;2;Rose;4
;;;Marguerite;4
;;;Tulipe;5
;;;Paquerette;1
429;1;1;Violette;8
;;;Pensee;7
;;;Glaieul;2
429;2;1;Anemone;8
;;;Tulipe;7
429;3;1;Paquerette;10
;;;Pivoine;1
;;;Pensee;2
;;;Chrysantheme;1
430;1;1;Crocus;3
;;;Lys;2
;;;Hortensia;1
431;1;1;Lys;8
;;;Rose;1
;;;Pensee;1
;;;Chrysantheme;1
431;2;3;Tulipe;2
;;;Rose;8
432;1;1;Tournesol;13
432;2;2;Tournesol;9
;;;Paquerette;1
433;1;1;Narcisse;15
433;2;1;Tulipe;2
;;;Pensee;6
;;;Magnolia;1
;;;Marguerite;1
433;3;5;Pivoine;4
;;;Rose;3
;;;Lys;1
434;1;1;Anemone;10
;;;Marguerite;1
434;2;2;Narcisse;1
;;;Glaieul;2
;;;Chrysantheme;3
434;3;1;Marguerite;6
;;;Pensee;8
;;;Glaieul;2
;;;Oeillet;2
434;4;2;Violette;16
435;1;1;Anemone;14
;;;Glaieul;3
435;2;1;Rose;5
;;;Coquelicot;3
;;;Tiare;1
;;;Chrysantheme;1
436;1;1;Mimosa;2
;;;Violette;1
;;;Tiare;2
;;;Paquerette;1
436;2;1;Crocus;13
436;3;3;Crocus;9
;;;Paquerette;3
;;;Anemone;3
;;;Rose;1
436;4;2;Oeillet;4
;;;Glaieul;4
;;;Tulipe;2
;;;Crocus;2
;;;Mimosa;1
437;1;1;Narcisse;6
;;;Violette;1
437;2;2;Oeillet;4
;;;Tulipe;2
;;;Narcisse;1
437;3;1;Rose;2
;;;Glaieul;4
437;4;1;Marguerite;2
;;;Anemone;1
;;;Magnolia;2
437;5;2;Marguerite;10
;;;Pivoine;4
438;1;1;Rose;11
;;;Anemone;1
;;;Lys;5
;;;Tulipe;1
438;2;2;Coquelicot;11
;;;Pivoine;2
438;3;1;Mimosa;4
;;;Glaieul;12
;;;Lys;1
438;4;2;Coquelicot;4
;;;Crocus;1
439;1;1;Pivoine;10
;;;Magnolia;2
439;2;3;Violette;18
;;;Pivoine;1
;;;Marguerite;1
439;3;3;Tulipe;4
;;;Pensee;1
;;;Coquelicot;1
;;;Tournesol;3
;;;Crocus;2
440;1;1;Mimosa;8
;;;Tulipe;6
;;;Rose;1
;;;Tournesol;1
440;2;6;Narcisse;2
;;;Coquelicot;7
;;;Tiare;2
;;;Tulipe;1
;;;Pensee;1
441;1;1;Pensee;2
;;;Magnolia;18
441;2;1;Chrysantheme;1
;;;Mimosa;5
441;3;2;Narcisse;2
;;;Violette;14
;;;Magnolia;1
442;1;1;Marguerite;8
;;;Pivoine;1
;;;Tiare;2
;;;Violette;4
;;;Oeillet;4
442;2;3;Anemone;5
;;;Marguerite;3
;;;Tulipe;1
443;1;1;Rose;1
;;;Pensee;5
;;;Chrysantheme;1
443;2;1;Lys;6
;;;Narcisse;8
;;;Tiare;1
;;;Glaieul;4
443;3;1;Pivoine;7
;;;Chrysantheme;8
;;;Tulipe;1
443;4;2;Marguerite;12
;;;Tulipe;7
;;;Anemone;1
444;1;1;Tiare;2
;;;Chrysantheme;4
;;;Glaieul;9
;;;Violette;1
;;;Oeillet;3
;;;Narcisse;1
444;2;1;Paquerette;6
;;;Oeillet;2
;;;Chrysantheme;1
444;3;4;Crocus;4
;;;Lys;2
;;;Pensee;1
;;;Hortensia;3
445;1;1;Glaieul;4
;;;Rose;1
;;;Narcisse;2
445;2;3;Tulipe;1
;;;Glaieul;1
;;;Tournesol;1
;;;Lys;3
445;3;1;Coquelicot;4
;;;Glaieul;1
;;;Magnolia;5
;;;Anemone;9
445;4;2;Violette;2
;;;Pivoine;12
;;;Tulipe;1
;;;Glaieul;2
;;;Tiare;1
446;1;1;Mimosa;7
;;;Rose;3
;;;Oeillet;3
;;;Tiare;1
446;2;2;Hortensia;5
;;;Oeillet;1
446;3;2;Pensee;8
;;;Tournesol;1
;;;Narcisse;1
447;1;1;Paquerette;16
;;;Chrysantheme;1
;;;Anemone;3
447;2;2;Tulipe;3
;;;Mimosa;1
;;;Anemone;4
448;1;1;Glaieul;9
;;;Crocus;1
449;1;1;Glaieul;6
;;;Rose;1
449;2;2;Chrysantheme;11
;;;Coquelicot;6
;;;Glaieul;2
450;1;1;Oeillet;1
;;;Pivoine;6
450;2;2;Pensee;5
;;;Violette;9
;;;Tiare;1
;;;Rose;1
451;1;1;Marguerite;18
451;2;1;Marguerite;9
;;;Oeillet;3
451;3;2;Paquerette;4
;;;Crocus;2
452;1;1;Lys;5
452;2;1;Chrysantheme;5
;;;Hortensia;6
;;;Tulipe;1
;;;Pivoine;2
;;;Pensee;2
452;3;2;Tiare;12
;;;Tulipe;4
453;1;1;Coquelicot;7
;;;Violette;4
453;2;2;Lys;2
;;;Tulipe;1
;;;Glaieul;1
;;;Pensee;5
;;;Crocus;6
454;1;1;Crocus;10
;;;Pensee;1
454;2;1;Pensee;11
;;;Narcisse;2
;;;Rose;6
454;3;2;Pensee;3
;;;Crocus;2
455;1;1;Anemone;11
;;;Rose;3
;;;Tiare;1
;;;Pensee;2
455;2;3;Pivoine;10
;;;Oeillet;8
455;3;2;Narcisse;9
;;;Pivoine;2
;;;Rose;3
;;;Paquerette;4
;;;Pensee;2
456;1;1;Tournesol;2
;;;Hortensia;14
;;;Coquelicot;2
;;;Anemone;2
456;2;2;Mimosa;13
;;;Tournesol;1
456;3;2;Tournesol;6
457;1;1;Narcisse;1
;;;Tournesol;5
;;;Hortensia;1
458;1;1;Marguerite;5
;;;Tournesol;6
458;2;4;Lys;17
459;1;1;Narcisse;2
;;;Coquelicot;3
;;;Rose;6
;;;Lys;2
;;;Chrysantheme;1
;;;Violette;1
459;2;2;Coquelicot;11
;;;Violette;7
460;1;1;Crocus;11
;;;Chrysantheme;1
;;;Rose;1
460;2;2;Crocus;3
;;;Paquerette;2
;;;Pensee;1
;;;Magnolia;4
460;3;1;Anemone;12
;;;Rose;1
460;4;2;Mimosa;3
;;;Crocus;4
;;;Violette;5
;;;Tulipe;2
;;;Marguerite;1
;;;Tiare;2
461;1;1;Pensee;12
;;;Glaieul;2
;;;Tournesol;2
461;2;2;Marguerite;5
461;3;2;Chrysantheme;8
;;;Tournesol;3
462;1;1;Oeillet;3
;;;Marguerite;5
;;;Tulipe;1
462;2;3;Mimosa;8
;;;Chrysantheme;1
;;;Violette;1
463;1;1;Hortensia;11
463;2;2;Tournesol;8
;;;Hortensia;3
;;;Rose;2
;;;Tiare;1
;;;Marguerite;1
464;1;1;Rose;17
;;;Narcisse;1
464;2;1;Chrysantheme;9
;;;Tulipe;2
464;3;2;Narcisse;10
;;;Marguerite;1
