dateAchat;numSIREN;nomFleur;nbrFleurs;prixAchatUnitaire
25/10/2024;482519367;Pivoine;1;2.0
25/10/2024;842619375;Crocus;3;0.45
25/10/2024;269481735;Narcisse;1;0.12
25/10/2024;651982473;Tiare;2;0.59
05/11/2024;482519367;Coquelicot;13;0.41
05/11/2024;275381649;Magnolia;1;2.88
05/11/2024;842619375;Chrysantheme;1;0.41
05/11/2024;503827451;Pensee;1;0.4
05/11/2024;672849135;Lys;4;1.0
05/11/2024;269481735;Tournesol;1;0.26
05/11/2024;503827451;Narcisse;7;0.84
05/11/2024;346198275;Tulipe;4;0.73
05/11/2024;275381649;Paquerette;1;0.17
30/10/2024;842619375;Rose;10;0.57
30/10/2024;275381649;Hortensia;15;1.94
30/10/2024;651982473;Lys;6;0.19
30/10/2024;275381649;Chrysantheme;15;0.32
30/10/2024;482519367;Crocus;20;0.15
30/10/2024;651982473;Magnolia;5;3.69
30/10/2024;482519367;Tiare;1;1.52
30/10/2024;842619375;Coquelicot;2;0.31
30/10/2024;842619375;Tulipe;6;0.6
30/10/2024;503827451;Glaieul;4;0.49
30/10/2024;346198275;Narcisse;2;0.25
30/10/2024;842619375;Oeillet;6;0.17
30/10/2024;482519367;Paquerette;1;0.21
24/10/2024;346198275;Tulipe;2;0.16
24/10/2024;482519367;Oeillet;5;0.26
24/10/2024;651982473;Crocus;10;0.28
24/10/2024;346198275;Hortensia;4;2.55
24/10/2024;503827451;Narcisse;1;1.23
24/10/2024;672849135;Rose;1;0.91
22/10/2024;346198275;Pivoine;7;0.66
22/10/2024;503827451;Hortensia;3;0.79
22/10/2024;275381649;Oeillet;1;0.17
22/10/2024;503827451;Marguerite;5;0.81
22/10/2024;651982473;Paquerette;8;0.48
22/10/2024;269481735;Tournesol;10;0.26
22/10/2024;346198275;Coquelicot;8;0.26
22/10/2024;672849135;Chrysantheme;8;0.47
22/10/2024;651982473;Violette;4;0.29
18/10/2024;651982473;Coquelicot;6;0.43
18/10/2024;275381649;Mimosa;1;0.3
18/10/2024;651982473;Tournesol;1;0.9
18/10/2024;346198275;Lys;1;1.17
18/10/2024;672849135;Chrysantheme;1;0.69
18/10/2024;269481735;Narcisse;2;1.19
18/10/2024;651982473;Tiare;2;2.44
23/10/2024;269481735;Coquelicot;3;0.49
23/10/2024;482519367;Hortensia;5;1.06
23/10/2024;672849135;Paquerette;1;0.12
23/10/2024;842619375;Anemone;2;0.27
23/10/2024;842619375;Violette;7;0.38
23/10/2024;269481735;Oeillet;1;0.64
23/10/2024;651982473;Crocus;1;0.41
06/11/2024;651982473;Mimosa;5;2.43
06/11/2024;842619375;Narcisse;1;0.98
06/11/2024;275381649;Pensee;6;0.64
06/11/2024;275381649;Coquelicot;8;0.26
06/11/2024;503827451;Tournesol;17;0.36
06/11/2024;651982473;Tulipe;8;0.3
06/11/2024;503827451;Crocus;17;0.15
06/11/2024;346198275;Violette;19;0.14
06/11/2024;842619375;Pivoine;3;1.21
04/11/2024;482519367;Coquelicot;2;0.23
04/11/2024;346198275;Tournesol;5;0.31
04/11/2024;346198275;Mimosa;1;2.37
04/11/2024;503827451;Magnolia;3;3.32
04/11/2024;503827451;Oeillet;3;0.22
04/11/2024;269481735;Tiare;2;2.88
21/10/2024;503827451;Mimosa;2;1.52
21/10/2024;275381649;Violette;6;0.48
21/10/2024;651982473;Pivoine;5;1.64
21/10/2024;503827451;Tournesol;3;0.29
21/10/2024;482519367;Tulipe;5;0.26
21/10/2024;269481735;Lys;3;0.84
28/10/2024;651982473;Glaieul;1;0.14
28/10/2024;269481735;Tulipe;6;0.62
28/10/2024;503827451;Pivoine;1;1.07
28/10/2024;482519367;Mimosa;18;0.1
28/10/2024;651982473;Coquelicot;2;0.34
18/11/2024;651982473;Crocus;5;0.5
18/11/2024;482519367;Hortensia;10;3.54
18/11/2024;503827451;Oeillet;18;0.37
18/11/2024;482519367;Magnolia;23;1.92
18/11/2024;482519367;Anemone;7;1.72
18/11/2024;651982473;Glaieul;28;0.57
18/11/2024;672849135;Violette;10;0.37
18/11/2024;275381649;Marguerite;6;0.11
18/11/2024;482519367;Tulipe;12;0.18
18/11/2024;482519367;Lys;14;0.55
18/11/2024;482519367;Pensee;8;0.49
18/11/2024;346198275;Rose;12;0.38
18/11/2024;346198275;Coquelicot;11;0.45
18/11/2024;672849135;Tournesol;1;0.9
18/11/2024;482519367;Mimosa;6;2.44
18/11/2024;269481735;Paquerette;1;0.6
07/11/2024;503827451;Rose;3;0.29
07/11/2024;503827451;Marguerite;1;0.81
07/11/2024;346198275;Tiare;1;2.0
07/11/2024;842619375;Hortensia;1;1.39
22/11/2024;672849135;Coquelicot;4;0.35
22/11/2024;275381649;Pivoine;7;0.95
22/11/2024;269481735;Tiare;4;0.36
22/11/2024;346198275;Tulipe;7;0.36
22/11/2024;269481735;Marguerite;8;0.33
22/11/2024;346198275;Glaieul;8;0.34
22/11/2024;482519367;Crocus;2;0.26
22/11/2024;346198275;Anemone;2;0.27
22/11/2024;651982473;Magnolia;5;3.4
22/11/2024;842619375;Lys;40;1.29
22/11/2024;842619375;Tournesol;4;0.96
22/11/2024;346198275;Rose;4;0.97
22/11/2024;346198275;Hortensia;8;2.73
22/11/2024;503827451;Mimosa;18;1.53
22/11/2024;346198275;Narcisse;9;0.64
22/11/2024;269481735;Oeillet;15;0.34
22/11/2024;482519367;Chrysantheme;4;0.6
22/11/2024;346198275;Pensee;3;0.49
13/11/2024;269481735;Oeillet;11;0.62
13/11/2024;269481735;Marguerite;3;0.91
13/11/2024;346198275;Hortensia;8;1.82
13/11/2024;275381649;Glaieul;1;0.73
13/11/2024;651982473;Tiare;2;1.31
13/11/2024;842619375;Crocus;2;0.47
13/11/2024;503827451;Mimosa;4;1.42
13/11/2024;842619375;Lys;2;0.97
13/11/2024;269481735;Narcisse;6;0.65
13/11/2024;269481735;Pivoine;7;1.24
13/11/2024;346198275;Violette;3;0.36
27/11/2024;503827451;Paquerette;18;0.19
27/11/2024;269481735;Violette;14;0.34
27/11/2024;672849135;Glaieul;1;0.3
27/11/2024;269481735;Magnolia;5;1.72
27/11/2024;482519367;Pivoine;1;0.19
19/11/2024;275381649;Chrysantheme;7;0.26
19/11/2024;672849135;Mimosa;15;2.25
19/11/2024;346198275;Tournesol;1;0.23
20/11/2024;651982473;Coquelicot;16;0.27
20/11/2024;503827451;Tiare;11;2.24
20/11/2024;842619375;Glaieul;1;0.43
20/11/2024;275381649;Lys;2;0.85
20/11/2024;482519367;Magnolia;8;2.2
20/11/2024;672849135;Mimosa;1;0.44
20/11/2024;651982473;Crocus;13;0.17
20/11/2024;269481735;Narcisse;2;0.88
20/11/2024;275381649;Pensee;1;0.3
20/11/2024;275381649;Tulipe;3;0.59
20/11/2024;842619375;Tournesol;1;0.39
28/11/2024;503827451;Paquerette;14;0.56
28/11/2024;269481735;Tiare;25;0.53
28/11/2024;269481735;Coquelicot;1;0.45
28/11/2024;269481735;Tournesol;10;0.39
28/11/2024;269481735;Pivoine;1;1.24
28/11/2024;842619375;Pensee;3;0.27
28/11/2024;346198275;Glaieul;13;0.26
28/11/2024;346198275;Marguerite;4;0.28
28/11/2024;269481735;Rose;2;0.18
28/11/2024;842619375;Magnolia;4;2.63
28/11/2024;672849135;Tulipe;1;0.44
29/11/2024;269481735;Crocus;10;0.44
29/11/2024;482519367;Tournesol;26;0.13
29/11/2024;651982473;Lys;28;0.41
29/11/2024;842619375;Hortensia;17;0.96
29/11/2024;275381649;Chrysantheme;19;0.55
29/11/2024;842619375;Violette;45;0.21
29/11/2024;672849135;Coquelicot;5;0.24
29/11/2024;482519367;Rose;36;0.97
29/11/2024;482519367;Pensee;15;0.53
29/11/2024;269481735;Oeillet;5;0.74
29/11/2024;651982473;Narcisse;22;1.0
29/11/2024;503827451;Tulipe;27;0.7
29/11/2024;842619375;Tiare;13;2.08
29/11/2024;651982473;Mimosa;4;1.43
29/11/2024;346198275;Marguerite;16;0.58
29/11/2024;842619375;Magnolia;10;1.58
29/11/2024;651982473;Anemone;3;1.09
29/11/2024;346198275;Pivoine;2;1.94
29/11/2024;269481735;Paquerette;3;0.19
14/11/2024;482519367;Pivoine;3;1.95
14/11/2024;269481735;Chrysantheme;5;0.43
14/11/2024;842619375;Glaieul;5;0.82
14/11/2024;842619375;Hortensia;17;0.33
14/11/2024;651982473;Oeillet;1;0.19
19/06/2025;275381649;Violette;8;0.2
19/06/2025;672849135;Pensee;9;0.32
19/06/2025;269481735;Glaieul;2;0.59
19/06/2025;672849135;Anemone;8;1.28
19/06/2025;503827451;Tulipe;7;0.5
19/06/2025;651982473;Paquerette;10;0.28
19/06/2025;346198275;Pivoine;1;0.79
19/06/2025;672849135;Chrysantheme;1;0.11
20/06/2025;346198275;Crocus;3;0.26
20/06/2025;842619375;Lys;2;0.64
20/06/2025;346198275;Hortensia;1;3.9
01/07/2025;269481735;Lys;13;1.4
01/07/2025;269481735;Rose;10;0.88
01/07/2025;482519367;Pensee;4;0.2
01/07/2025;346198275;Chrysantheme;6;0.89
01/07/2025;275381649;Tulipe;14;0.37
01/07/2025;269481735;Mimosa;8;0.86
01/07/2025;651982473;Tournesol;1;0.74
01/07/2025;651982473;Narcisse;2;0.14
01/07/2025;651982473;Coquelicot;7;0.33
01/07/2025;651982473;Tiare;14;2.51
01/07/2025;346198275;Hortensia;6;0.63
01/07/2025;346198275;Pivoine;2;1.96
18/06/2025;503827451;Tournesol;22;0.3
18/06/2025;842619375;Paquerette;1;0.29
18/06/2025;269481735;Anemone;10;0.94
18/06/2025;269481735;Marguerite;7;0.7
18/06/2025;482519367;Narcisse;1;0.18
18/06/2025;346198275;Glaieul;4;0.92
18/06/2025;651982473;Chrysantheme;3;0.17
18/06/2025;672849135;Pensee;8;0.21
18/06/2025;269481735;Oeillet;2;0.58
18/06/2025;651982473;Violette;16;0.33
16/06/2025;651982473;Narcisse;15;1.0
16/06/2025;482519367;Tulipe;5;0.57
16/06/2025;269481735;Pensee;6;0.3
16/06/2025;503827451;Magnolia;1;3.65
16/06/2025;275381649;Marguerite;1;0.64
16/06/2025;503827451;Pivoine;6;1.93
16/06/2025;503827451;Rose;20;0.36
16/06/2025;503827451;Lys;7;0.5
16/06/2025;346198275;Anemone;18;1.2
16/06/2025;672849135;Glaieul;19;0.4
16/06/2025;275381649;Coquelicot;18;0.3
16/06/2025;346198275;Tiare;3;0.69
16/06/2025;482519367;Chrysantheme;1;0.41
16/06/2025;503827451;Mimosa;7;0.93
16/06/2025;651982473;Violette;1;0.22
16/06/2025;651982473;Paquerette;4;0.69
16/06/2025;346198275;Crocus;25;0.29
16/06/2025;503827451;Oeillet;4;0.69
25/06/2025;672849135;Narcisse;7;1.19
25/06/2025;672849135;Violette;1;0.18
25/06/2025;842619375;Oeillet;4;0.11
25/06/2025;275381649;Tulipe;2;0.68
25/06/2025;672849135;Rose;2;0.8
25/06/2025;842619375;Glaieul;4;0.51
25/06/2025;275381649;Marguerite;12;0.48
25/06/2025;275381649;Anemone;1;0.52
25/06/2025;672849135;Magnolia;2;2.23
25/06/2025;503827451;Pivoine;4;0.14
23/06/2025;275381649;Pivoine;11;0.87
23/06/2025;269481735;Magnolia;2;0.19
23/06/2025;503827451;Violette;18;0.32
23/06/2025;651982473;Marguerite;1;0.91
23/06/2025;842619375;Tulipe;4;0.7
23/06/2025;482519367;Pensee;1;0.45
23/06/2025;503827451;Coquelicot;7;0.25
23/06/2025;346198275;Tournesol;3;0.38
23/06/2025;651982473;Crocus;2;0.13
23/06/2025;346198275;Glaieul;8;0.51
23/06/2025;269481735;Rose;1;0.99
23/06/2025;651982473;Chrysantheme;11;0.43
27/06/2025;842619375;Pensee;7;0.64
27/06/2025;672849135;Magnolia;19;1.21
27/06/2025;482519367;Chrysantheme;10;0.33
27/06/2025;651982473;Mimosa;5;2.23
27/06/2025;503827451;Narcisse;10;0.39
27/06/2025;842619375;Violette;14;0.17
27/06/2025;842619375;Rose;1;0.29
27/06/2025;482519367;Lys;6;1.07
27/06/2025;651982473;Tiare;1;0.48
27/06/2025;346198275;Glaieul;4;0.35
27/06/2025;672849135;Pivoine;7;1.95
27/06/2025;672849135;Tulipe;8;0.24
27/06/2025;275381649;Marguerite;12;0.71
27/06/2025;503827451;Anemone;1;1.21
04/07/2025;672849135;Marguerite;16;0.17
04/07/2025;651982473;Pivoine;7;1.21
04/07/2025;269481735;Tiare;3;2.49
04/07/2025;842619375;Violette;14;0.24
04/07/2025;269481735;Oeillet;8;0.3
04/07/2025;672849135;Anemone;5;0.78
04/07/2025;269481735;Tulipe;2;0.29
04/07/2025;269481735;Pensee;5;0.11
04/07/2025;482519367;Rose;1;0.68
04/07/2025;275381649;Mimosa;8;1.04
04/07/2025;482519367;Chrysantheme;1;0.47
26/06/2025;842619375;Tiare;2;1.3
26/06/2025;482519367;Chrysantheme;5;0.25
26/06/2025;269481735;Glaieul;9;0.8
26/06/2025;346198275;Violette;1;0.3
26/06/2025;651982473;Oeillet;5;0.37
26/06/2025;269481735;Narcisse;1;0.25
26/06/2025;269481735;Paquerette;6;0.61
26/06/2025;651982473;Crocus;4;0.46
26/06/2025;672849135;Lys;2;1.42
26/06/2025;269481735;Pensee;1;0.59
26/06/2025;842619375;Hortensia;3;2.79
02/07/2025;672849135;Glaieul;17;0.45
02/07/2025;503827451;Rose;1;0.94
02/07/2025;842619375;Narcisse;2;0.36
02/07/2025;482519367;Tulipe;2;0.32
02/07/2025;651982473;Tournesol;1;0.31
02/07/2025;482519367;Lys;3;0.53
02/07/2025;651982473;Coquelicot;4;0.3
02/07/2025;482519367;Magnolia;5;3.7
02/07/2025;482519367;Anemone;9;1.5
02/07/2025;651982473;Violette;2;0.28
02/07/2025;651982473;Pivoine;12;1.11
02/07/2025;482519367;Tiare;1;0.81
02/07/2025;482519367;Crocus;1;0.37
03/07/2025;275381649;Mimosa;7;1.8
03/07/2025;842619375;Rose;3;0.79
03/07/2025;482519367;Oeillet;4;0.12
03/07/2025;482519367;Tiare;1;1.99
03/07/2025;651982473;Hortensia;5;2.87
03/07/2025;269481735;Pensee;25;0.45
03/07/2025;346198275;Tournesol;12;0.8
03/07/2025;842619375;Narcisse;1;1.22
03/07/2025;346198275;Coquelicot;7;0.11
03/07/2025;269481735;Violette;4;0.38
03/07/2025;275381649;Lys;19;1.07
03/07/2025;842619375;Tulipe;1;0.15
03/07/2025;842619375;Glaieul;3;0.1
03/07/2025;503827451;Crocus;6;0.33
03/07/2025;346198275;Marguerite;10;0.11
03/07/2025;503827451;Chrysantheme;8;0.1
30/06/2025;503827451;Paquerette;16;0.58
30/06/2025;672849135;Chrysantheme;1;0.79
30/06/2025;651982473;Anemone;7;0.3
30/06/2025;275381649;Tulipe;3;0.25
30/06/2025;269481735;Mimosa;1;1.85
10/07/2025;275381649;Marguerite;27;0.78
10/07/2025;482519367;Oeillet;9;0.11
10/07/2025;651982473;Paquerette;4;0.51
10/07/2025;842619375;Crocus;3;0.38
10/07/2025;842619375;Narcisse;1;0.42
10/07/2025;346198275;Tournesol;5;0.25
10/07/2025;269481735;Hortensia;1;2.08
10/07/2025;651982473;Rose;4;0.89
10/07/2025;651982473;Mimosa;2;1.44
10/07/2025;503827451;Coquelicot;13;0.25
10/07/2025;651982473;Pensee;1;0.45
10/07/2025;672849135;Pivoine;9;0.23
10/07/2025;651982473;Tiare;4;2.79
10/07/2025;482519367;Violette;1;0.29
10/07/2025;346198275;Chrysantheme;1;0.41
09/07/2025;651982473;Crocus;12;0.32
09/07/2025;275381649;Pensee;15;0.19
09/07/2025;275381649;Narcisse;13;0.33
09/07/2025;672849135;Rose;23;0.82
09/07/2025;503827451;Chrysantheme;9;0.35
09/07/2025;269481735;Tulipe;2;0.61
09/07/2025;842619375;Marguerite;1;0.12
16/07/2025;672849135;Anemone;23;1.62
16/07/2025;269481735;Rose;9;0.12
16/07/2025;651982473;Tiare;8;0.88
16/07/2025;503827451;Pensee;5;0.65
16/07/2025;672849135;Pivoine;12;1.58
16/07/2025;672849135;Oeillet;8;0.42
16/07/2025;651982473;Narcisse;9;0.62
16/07/2025;275381649;Paquerette;10;0.22
16/07/2025;672849135;Crocus;18;0.11
16/07/2025;503827451;Chrysantheme;2;0.41
16/07/2025;482519367;Magnolia;4;2.32
16/07/2025;651982473;Mimosa;3;0.35
16/07/2025;346198275;Violette;5;0.31
16/07/2025;275381649;Tulipe;2;0.65
16/07/2025;672849135;Marguerite;6;0.15
16/07/2025;842619375;Lys;2;0.7
16/07/2025;346198275;Coquelicot;10;0.24
07/07/2025;672849135;Tournesol;10;0.1
07/07/2025;275381649;Hortensia;15;1.58
07/07/2025;275381649;Coquelicot;2;0.42
07/07/2025;503827451;Anemone;6;1.43
07/07/2025;672849135;Mimosa;14;1.17
07/07/2025;503827451;Tiare;8;2.13
07/07/2025;842619375;Narcisse;4;0.29
07/07/2025;482519367;Rose;7;0.34
07/07/2025;346198275;Marguerite;6;0.71
07/07/2025;651982473;Magnolia;12;2.7
07/07/2025;503827451;Violette;6;0.4
07/07/2025;346198275;Glaieul;7;0.15
07/07/2025;269481735;Paquerette;12;0.35
07/07/2025;269481735;Tulipe;2;0.57
07/07/2025;346198275;Pensee;3;0.66
07/07/2025;482519367;Crocus;3;0.19
22/07/2025;275381649;Narcisse;2;0.66
22/07/2025;651982473;Coquelicot;14;0.18
22/07/2025;275381649;Rose;15;0.64
22/07/2025;346198275;Lys;5;0.26
22/07/2025;651982473;Chrysantheme;1;0.12
22/07/2025;651982473;Violette;8;0.49
22/07/2025;651982473;Anemone;11;1.69
22/07/2025;269481735;Marguerite;1;0.94
22/07/2025;482519367;Tournesol;1;0.75
17/07/2025;672849135;Hortensia;14;3.85
17/07/2025;275381649;Tournesol;8;0.96
17/07/2025;346198275;Rose;2;0.25
17/07/2025;842619375;Tiare;1;2.93
17/07/2025;651982473;Marguerite;1;0.49
23/07/2025;503827451;Chrysantheme;12;0.46
23/07/2025;346198275;Violette;2;0.39
23/07/2025;269481735;Rose;21;0.77
23/07/2025;275381649;Hortensia;8;0.74
23/07/2025;482519367;Narcisse;3;0.34
23/07/2025;672849135;Oeillet;8;0.56
23/07/2025;503827451;Coquelicot;13;0.42
23/07/2025;269481735;Mimosa;18;1.23
23/07/2025;842619375;Paquerette;6;0.44
23/07/2025;482519367;Tiare;4;0.5
23/07/2025;842619375;Pensee;1;0.15
25/07/2025;842619375;Narcisse;10;0.64
25/07/2025;651982473;Mimosa;8;0.57
25/07/2025;503827451;Violette;3;0.37
25/07/2025;651982473;Pivoine;2;1.46
25/07/2025;269481735;Chrysantheme;6;0.26
25/07/2025;672849135;Magnolia;5;1.31
25/07/2025;672849135;Oeillet;2;0.7
25/07/2025;672849135;Hortensia;10;2.2
25/07/2025;651982473;Marguerite;11;0.4
25/07/2025;275381649;Tournesol;5;0.28
25/07/2025;275381649;Tiare;2;0.71
25/07/2025;269481735;Glaieul;6;0.11
25/07/2025;275381649;Pensee;11;0.48
25/07/2025;269481735;Rose;1;0.33
18/07/2025;346198275;Crocus;22;0.39
18/07/2025;672849135;Narcisse;8;1.1
18/07/2025;269481735;Tournesol;1;0.61
18/07/2025;672849135;Hortensia;3;1.63
18/07/2025;672849135;Pivoine;2;2.01
18/07/2025;842619375;Chrysantheme;2;0.68
18/07/2025;503827451;Coquelicot;3;0.14
18/07/2025;651982473;Paquerette;9;0.68
18/07/2025;275381649;Tiare;1;1.81
18/07/2025;842619375;Tulipe;4;0.51
18/07/2025;842619375;Oeillet;16;0.59
29/07/2025;275381649;Tournesol;8;0.73
29/07/2025;842619375;Rose;2;0.73
29/07/2025;275381649;Paquerette;4;0.71
29/07/2025;842619375;Pivoine;5;1.01
29/07/2025;275381649;Narcisse;4;0.38
29/07/2025;275381649;Glaieul;5;0.91
29/07/2025;842619375;Lys;1;0.13
29/07/2025;842619375;Oeillet;6;0.41
29/07/2025;651982473;Chrysantheme;2;0.36
29/07/2025;503827451;Violette;4;0.3
29/07/2025;672849135;Anemone;2;0.35
29/07/2025;275381649;Marguerite;1;0.94
21/07/2025;482519367;Crocus;15;0.45
21/07/2025;503827451;Hortensia;1;1.48
21/07/2025;672849135;Narcisse;1;0.17
21/07/2025;269481735;Lys;9;0.91
21/07/2025;346198275;Marguerite;4;0.47
21/07/2025;651982473;Pivoine;1;1.05
21/07/2025;482519367;Tiare;1;2.27
30/07/2025;346198275;Tournesol;5;0.22
30/07/2025;275381649;Lys;12;0.65
30/07/2025;651982473;Chrysantheme;2;0.85
30/07/2025;503827451;Oeillet;3;0.54
30/07/2025;269481735;Violette;3;0.45
30/07/2025;346198275;Marguerite;8;0.34
30/07/2025;346198275;Magnolia;2;2.38
30/07/2025;672849135;Crocus;6;0.3
30/07/2025;346198275;Coquelicot;8;0.5
30/07/2025;503827451;Mimosa;23;0.57
30/07/2025;842619375;Tiare;1;2.95
30/07/2025;672849135;Rose;8;0.26
30/07/2025;482519367;Hortensia;2;3.18
30/07/2025;275381649;Anemone;6;0.14
30/07/2025;503827451;Pensee;2;0.5
31/07/2025;482519367;Pivoine;24;1.23
31/07/2025;275381649;Rose;21;0.15
31/07/2025;672849135;Paquerette;45;0.46
31/07/2025;269481735;Chrysantheme;12;0.75
31/07/2025;503827451;Mimosa;35;1.56
31/07/2025;651982473;Glaieul;31;0.73
31/07/2025;842619375;Crocus;32;0.49
31/07/2025;482519367;Narcisse;30;0.81
31/07/2025;346198275;Anemone;30;1.27
31/07/2025;482519367;Lys;31;0.49
31/07/2025;503827451;Marguerite;23;0.67
31/07/2025;651982473;Tournesol;39;0.78
31/07/2025;275381649;Oeillet;19;0.18
31/07/2025;503827451;Violette;9;0.46
31/07/2025;275381649;Tiare;9;0.84
31/07/2025;346198275;Magnolia;10;0.33
31/07/2025;275381649;Coquelicot;15;0.4
31/07/2025;503827451;Tulipe;5;0.4
31/07/2025;269481735;Hortensia;17;2.65
31/07/2025;346198275;Pensee;6;0.4
24/07/2025;275381649;Glaieul;7;0.25
24/07/2025;275381649;Violette;5;0.2
24/07/2025;651982473;Pensee;5;0.34
24/07/2025;842619375;Crocus;10;0.46
24/07/2025;269481735;Magnolia;8;1.86
24/07/2025;275381649;Tournesol;3;0.36
24/07/2025;346198275;Oeillet;12;0.22
24/07/2025;269481735;Narcisse;5;0.4
24/07/2025;482519367;Pivoine;5;2.23
